gene_id	gene_name	vtype	group	chrom	start_x	end_x	arm	cytoband	biotype	n_samples	vtypes	mid	win_start	win_end	A_log2r	B_log2r	diff	A_cn	B_cn
ENSG00000257507	LINC02373	SNV	GroupA	12	69449470	69460724	q	12q4	lncRNA	5	SNV	69455097	69000000	70000000	1.4445	1.7250	0.2805	gain (~3 copies)	high amp (≥4 copies)
ENSG00000254930	LINC02545	SNV	GroupA	11	13844862	13870616	p	11p4	lncRNA	5	SNV	13857739	13000000	14000000	0.8821	0.8145	-0.0676	gain (~3 copies)	gain (~3 copies)
ENSG00000233975	LINC02574	SNV	GroupA	1	27660328	27666279	p	1p10	lncRNA	5	SNV	27663303	27000000	28000000	2.3288	2.9456	0.6168	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000231566	LINC02595	SNV	GroupA	X	45847042	45851567	p	Xp2	lncRNA	5	INDEL,SNV	45849304	45000000	46000000	-1.2090	-1.8985	-0.6895	hemizygous loss (~1 copy)	deep loss / LOH
ENSG00000272430	LINC02637	SNV	GroupA	10	46632387	46635472	q	10q1	lncRNA	5	SNV	46633929	46000000	47000000	0.4261	0.3345	-0.0916	mild gain	mild gain
ENSG00000284237	LINC02767	SNV	GroupA	1	207959292	207969329	q	1q9	lncRNA	5	INDEL,SNV	207964310	207000000	208000000	1.5904	1.8593	0.2689	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000237980	LINC02773	SNV	GroupA	1	212653305	212665638	q	1q9	lncRNA	5	SNV	212659471	212000000	213000000	2.2103	2.2152	0.0049	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000231966	LINC02818	SNV	GroupA	1	179829609	179836124	q	1q6	lncRNA	5	INDEL,SNV	179832866	179000000	180000000	2.3126	1.6997	-0.6128	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000255998	LINC02824	SNV	GroupA	12	126688341	126720333	q	12q10	lncRNA	5	INDEL,SNV	126704337	126000000	127000000	-3.0000	-3.0000	0.0000	deep loss / LOH	deep loss / LOH
ENSG00000179082	LINC02913	SNV	GroupA	9	129321016	129324905	q	9q9	lncRNA	5	INDEL,SNV	129322960	129000000	130000000	1.8940	2.9175	1.0236	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000225292	LINC02935	SNV	GroupA	10	112888735	112906111	q	10q8	lncRNA	5	INDEL,SNV	112897423	112000000	113000000	1.6117	1.3198	-0.2918	high amp (≥4 copies)	gain (~3 copies)
ENSG00000235888	LINC02940	SNV	GroupA	21	38988569	39062894	q	21q3	lncRNA	5	SNV	39025731	39000000	40000000	0.6651	1.2922	0.6271	gain (~3 copies)	gain (~3 copies)
ENSG00000223486	LINC03053	SNV	GroupA	X	40009276	40012182	p	Xp3	lncRNA	5	INDEL,SNV	40010729	40000000	41000000	0.8168	1.2188	0.4020	gain (~3 copies)	gain (~3 copies)
ENSG00000140506	LMAN1L	SNV	GroupA	15	74812716	74825757	q	15q6	protein_coding	5	SNV	74819236	74000000	75000000	2.7817	3.0000	0.2183	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000227110	LMCD1-AS1	SNV	GroupA	3	7951263	8611924	p	3p9	lncRNA	5	SNV	8281593	8000000	9000000	-0.5889	-0.5202	0.0687	mild loss	mild loss
ENSG00000230479	LNCTSI	SNV	GroupA	21	36430360	36481070	q	21q3	lncRNA	5	SNV	36455715	36000000	37000000	0.2046	1.1069	0.9023	diploid	gain (~3 copies)
ENSG00000147650	LRP12	SNV	GroupA	8	104489231	104589258	q	8q6	protein_coding	5	INDEL,SNV	104539244	104000000	105000000	0.0333	-3.0000	-3.0333	diploid	deep loss / LOH
ENSG00000230069	LRRC37A15P	SNV	GroupA	4	102727274	102730721	q	4q6	processed_pseudogene	5	SNV	102728997	102000000	103000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000128594	LRRC4	SNV	GroupA	7	128027071	128032107	q	7q7	protein_coding	5	INDEL,SNV	128029589	128000000	129000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000160838	LRRC71	SNV	GroupA	1	156920632	156933094	q	1q4	protein_coding	5	SNV	156926863	156000000	157000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000228285	LYPLA2P1	SNV	GroupA	6	33365548	33366243	p	6p3	processed_pseudogene	5	SNV	33365895	33000000	34000000	2.8957	3.0000	0.1043	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000173212	MAB21L3	SNV	GroupA	1	116111399	116138149	p	1p1	protein_coding	5	INDEL,SNV	116124774	116000000	117000000	0.3968	0.7946	0.3977	mild gain	gain (~3 copies)
ENSG00000253972	MAL2-AS1	SNV	GroupA	8	119214625	119246848	q	8q8	lncRNA	5	INDEL,SNV	119230736	119000000	120000000	1.9289	2.1224	0.1935	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000269904	MAP2K4P1	SNV	GroupA	X	73524275	73563085	q	Xq2	transcribed_processed_pseudogene	5	INDEL,SNV	73543680	73000000	74000000	-0.6123	-0.5124	0.0999	mild loss	mild loss
ENSG00000250062	MAPK10-AS1	SNV	GroupA	4	86117912	86219926	q	4q4	lncRNA	5	SNV	86168919	86000000	87000000	0.3311	-0.2300	-0.5610	mild gain	diploid
ENSG00000230749	MEIS1-AS2	SNV	GroupA	2	66439088	66444221	p	2p3	lncRNA	5	INDEL,SNV	66441654	66000000	67000000	-1.5724	-1.4941	0.0783	deep loss / LOH	hemizygous loss (~1 copy)
ENSG00000053328	METTL24	SNV	GroupA	6	110243940	110358349	q	6q6	protein_coding	5	INDEL,SNV	110301144	110000000	111000000	0.4184	1.1760	0.7576	mild gain	gain (~3 copies)
ENSG00000261868	MFSD1P1	SNV	GroupA	17	4301372	4302698	p	17p3	processed_pseudogene	5	SNV	4302035	4000000	5000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000264386	MIR4513	SNV	GroupA	15	74788672	74788757	q	15q6	miRNA	5	SNV	74788714	74000000	75000000	2.7817	3.0000	0.2183	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000275652	MIR6796	SNV	GroupA	19	40369846	40369907	q	19q2	miRNA	5	SNV	40369876	40000000	41000000	2.5896	3.0000	0.4104	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000238151	MLLT10P1	SNV	GroupA	20	30403123	30403384	q	20q1	processed_pseudogene	5	SNV	30403253	30000000	31000000	-2.0511	-1.9365	0.1146	deep loss / LOH	deep loss / LOH
ENSG00000254489	MPPED2-AS1	SNV	GroupA	11	30584112	30632583	p	11p3	lncRNA	5	SNV	30608347	30000000	31000000	-0.9692	-2.3210	-1.3518	mild loss	deep loss / LOH
ENSG00000183695	MRGPRX2	SNV	GroupA	11	19054455	19060717	p	11p4	protein_coding	5	INDEL,SNV	19057586	19000000	20000000	0.8835	0.0175	-0.8660	gain (~3 copies)	diploid
ENSG00000256037	MRPL40P1	SNV	GroupA	12	67351436	67352039	q	12q4	processed_pseudogene	5	SNV	67351737	67000000	68000000	0.0210	-0.5249	-0.5459	diploid	mild loss
ENSG00000038945	MSR1	SNV	GroupA	8	16107878	16567490	p	8p3	protein_coding	5	INDEL,SNV	16337684	16000000	17000000	-3.0000	-3.0000	0.0000	deep loss / LOH	deep loss / LOH
ENSG00000236483	MTND2P40	SNV	GroupA	19	12502675	12504106	p	19p2	unprocessed_pseudogene	5	INDEL,SNV	12503390	12000000	13000000	2.8260	3.0000	0.1740	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000233377	MTND4P20	SNV	GroupA	10	94940253	94941121	q	10q6	processed_pseudogene	5	SNV	94940687	94000000	95000000	0.2683	-0.2472	-0.5155	diploid	diploid
ENSG00000171195	MUC7	SNV	GroupA	4	70430492	70482997	q	4q3	protein_coding	5	SNV	70456744	70000000	71000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000124915	MYRF-AS1	SNV	GroupA	11	61746493	61757655	q	11q1	lncRNA	5	INDEL,SNV	61752074	61000000	62000000	2.9401	3.0000	0.0599	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000203286	Metazoa_SRP	SNV	GroupA	9	128745857	128746138	q	9q9	misc_RNA	5	SNV	128745997	128000000	129000000	2.9998	3.0000	0.0002	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000276096	Metazoa_SRP	SNV	GroupA	16	4756338	4756633	p	16p4	misc_RNA	5	SNV	4756485	4000000	5000000	2.6562	2.9060	0.2498	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000186310	NAP1L3	SNV	GroupA	X	93670930	93673578	q	Xq4	protein_coding	5	SNV	93672254	93000000	94000000	-3.0000	-2.7601	0.2399	deep loss / LOH	deep loss / LOH
ENSG00000254622	NAV2-AS4	SNV	GroupA	11	19510890	19519896	p	11p4	lncRNA	5	SNV	19515393	19000000	20000000	0.8835	0.0175	-0.8660	gain (~3 copies)	diploid
ENSG00000235258	NDUFB4P6	SNV	GroupA	2	112286057	112286422	q	2q2	processed_pseudogene	5	SNV	112286239	112000000	113000000	0.5897	1.0127	0.4230	gain (~3 copies)	gain (~3 copies)
ENSG00000270264	NDUFB8P2	SNV	GroupA	17	59885015	59885552	q	17q4	processed_pseudogene	5	INDEL,SNV	59885283	59000000	60000000	3.0000	3.0000	0.0000	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000218233	NEPNP	SNV	GroupA	6	117633706	117645087	q	6q6	unitary_pseudogene	5	INDEL,SNV	117639396	117000000	118000000	1.7190	0.9747	-0.7443	high amp (≥4 copies)	gain (~3 copies)
ENSG00000105988	NHP2P1	SNV	GroupA	10	92216332	92216793	q	10q6	processed_pseudogene	5	SNV	92216562	92000000	93000000	2.0918	1.6266	-0.4652	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000101746	NOL4	SNV	GroupA	18	33851100	34224952	q	18q2	protein_coding	5	INDEL,SNV	34038026	34000000	35000000	-0.4034	-3.0000	-2.5966	mild loss	deep loss / LOH
ENSG00000163273	NPPC	SNV	GroupA	2	231921809	231926396	q	2q14	protein_coding	5	SNV	231924102	231000000	232000000	2.8135	3.0000	0.1865	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000116833	NR5A2	SNV	GroupA	1	200027614	200177420	q	1q8	protein_coding	5	INDEL,SNV	200102517	200000000	201000000	0.8752	-0.0770	-0.9522	gain (~3 copies)	diploid
ENSG00000258524	NT5CP1	SNV	GroupA	14	73571159	73571667	q	14q6	processed_pseudogene	5	SNV	73571413	73000000	74000000	2.2852	2.7139	0.4286	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000135318	NT5E	SNV	GroupA	6	85449584	85495791	q	6q3	protein_coding	5	INDEL,SNV	85472687	85000000	86000000	1.0743	0.9533	-0.1209	gain (~3 copies)	gain (~3 copies)
ENSG00000198836	OPA1	SNV	GroupA	3	193593144	193697811	q	3q11	protein_coding	5	INDEL,SNV	193645477	193000000	194000000	0.6176	0.7657	0.1481	gain (~3 copies)	gain (~3 copies)
ENSG00000243775	OSTCP1	SNV	GroupA	6	158841117	158857632	q	6q10	transcribed_processed_pseudogene	5	INDEL,SNV	158849374	158000000	159000000	2.1623	2.6241	0.4618	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000231799	PA2G4P6	SNV	GroupA	9	89449558	89450754	q	9q5	processed_pseudogene	5	INDEL,SNV	89450156	89000000	90000000	0.6621	0.9836	0.3216	gain (~3 copies)	gain (~3 copies)
ENSG00000269939	PCF11-AS1	SNV	GroupA	11	83185521	83187036	q	11q3	lncRNA	5	INDEL,SNV	83186278	83000000	84000000	0.2745	0.5766	0.3021	diploid	mild gain
ENSG00000116703	PDC	SNV	GroupA	1	186443566	186461114	q	1q7	protein_coding	5	SNV	186452340	186000000	187000000	1.4805	1.8742	0.3938	gain (~3 copies)	high amp (≥4 copies)
ENSG00000229739	PDC-AS1	SNV	GroupA	1	186423481	186521147	q	1q7	lncRNA	5	SNV	186472314	186000000	187000000	1.4805	1.8742	0.3938	gain (~3 copies)	high amp (≥4 copies)
ENSG00000290904	PDE4DIPP4	SNV	GroupA	1	120985692	121052167	p	1p1	lncRNA	5	SNV	121018929	121000000	122000000	-0.4551	-0.9720	-0.5169	mild loss	mild loss
ENSG00000234232	PDE4DIPP7	SNV	GroupA	1	149720531	149734391	q	1q3	transcribed_unprocessed_pseudogene	5	SNV	149727461	149000000	150000000	2.5357	1.9090	-0.6267	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000170962	PDGFD	SNV	GroupA	11	103907189	104164379	q	11q6	protein_coding	5	INDEL,SNV	104035784	104000000	105000000	-0.8982	-1.1632	-0.2650	mild loss	hemizygous loss (~1 copy)
ENSG00000244371	PFN1P8	SNV	GroupA	1	146957117	146957659	q	1q3	processed_pseudogene	5	SNV	146957388	146000000	147000000	0.6214	2.4653	1.8439	gain (~3 copies)	high amp (≥4 copies)
ENSG00000176732	PFN4	SNV	GroupA	2	24114809	24123464	p	2p7	protein_coding	5	INDEL,SNV	24119136	24000000	25000000	1.9886	2.0142	0.0257	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000233623	PGAM1P11	SNV	GroupA	1	10058671	10059648	p	1p12	processed_pseudogene	5	SNV	10059159	10000000	11000000	2.0743	2.5717	0.4974	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000112419	PHACTR2	SNV	GroupA	6	143536845	143831185	q	6q9	protein_coding	5	INDEL,SNV	143684015	143000000	144000000	2.8362	2.4476	-0.3886	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000175287	PHYHD1	SNV	GroupA	9	128920966	128942041	q	9q9	protein_coding	5	INDEL,SNV	128931503	128000000	129000000	2.9998	3.0000	0.0002	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000246640	PICART1	SNV	GroupA	17	50050349	50055746	q	17q3	lncRNA	5	INDEL,SNV	50053047	50000000	51000000	2.2214	2.3894	0.1680	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000153823	PID1	SNV	GroupA	2	228850526	229271287	q	2q14	protein_coding	5	SNV	229060906	229000000	230000000	1.4280	-0.1177	-1.5457	gain (~3 copies)	diploid
ENSG00000173947	PIFO	SNV	GroupA	1	111346600	111353013	p	1p2	protein_coding	5	SNV	111349806	111000000	112000000	0.9345	2.2543	1.3198	gain (~3 copies)	high amp (≥4 copies)
ENSG00000224294	PINCR	SNV	GroupA	X	43176994	43226598	p	Xp2	lncRNA	5	INDEL,SNV	43201796	43000000	44000000	-3.0000	-3.0000	0.0000	deep loss / LOH	deep loss / LOH
ENSG00000254266	PKIA-AS1	SNV	GroupA	8	78268637	78558503	q	8q4	lncRNA	5	INDEL,SNV	78413570	78000000	79000000	-0.6190	-2.7892	-2.1703	mild loss	deep loss / LOH
ENSG00000121316	PLBD1	SNV	GroupA	12	14503661	14567883	p	12p3	protein_coding	5	INDEL,SNV	14535772	14000000	15000000	1.4261	2.4335	1.0075	gain (~3 copies)	high amp (≥4 copies)
ENSG00000152527	PLEKHH2	SNV	GroupA	2	43637260	43767987	p	2p6	protein_coding	5	INDEL,SNV	43702623	43000000	44000000	1.8674	2.3317	0.4643	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000141934	PLPP2	SNV	GroupA	19	281040	291403	p	19p3	protein_coding	5	INDEL,SNV	286221	0	1000000	2.6278	3.0000	0.3722	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000240694	PNMA2	SNV	GroupA	8	26504701	26514092	p	8p2	protein_coding	5	INDEL,SNV	26509396	26000000	27000000	1.4111	1.3822	-0.0289	gain (~3 copies)	gain (~3 copies)
ENSG00000271931	PNRC1-DT	SNV	GroupA	6	89080164	89080667	q	6q3	lncRNA	5	SNV	89080415	89000000	90000000	3.0000	2.7095	-0.2905	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000105852	PON3	SNV	GroupA	7	95359872	95396375	q	7q4	protein_coding	5	INDEL,SNV	95378123	95000000	96000000	-0.2668	-1.2442	-0.9773	diploid	hemizygous loss (~1 copy)
ENSG00000249996	PPIC-AS1	SNV	GroupA	5	123036271	123054667	q	5q8	lncRNA	5	SNV	123045469	123000000	124000000	-0.0482	-0.9015	-0.8533	diploid	mild loss
ENSG00000272606	PPP4R3B-DT	SNV	GroupA	2	55617869	55618444	p	2p4	lncRNA	5	INDEL,SNV	55618156	55000000	56000000	2.4287	2.8194	0.3907	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000186314	PRELID2	SNV	GroupA	5	145471799	145835369	q	5q10	protein_coding	5	INDEL,SNV	145653584	145000000	146000000	-3.0000	-1.6054	1.3946	deep loss / LOH	deep loss / LOH
ENSG00000230461	PROX1-AS1	SNV	GroupA	1	213817751	213988508	q	1q10	lncRNA	5	INDEL,SNV	213903129	213000000	214000000	0.2100	-0.3927	-0.6026	diploid	mild loss
ENSG00000185246	PRPF39	SNV	GroupA	14	45084107	45116282	q	14q3	protein_coding	5	SNV	45100194	45000000	46000000	0.4876	0.4846	-0.0030	mild gain	mild gain
ENSG00000150687	PRSS23	SNV	GroupA	11	86791059	86952910	q	11q4	protein_coding	5	INDEL,SNV	86871984	86000000	87000000	1.2542	1.5771	0.3229	gain (~3 copies)	high amp (≥4 copies)
ENSG00000073008	PVR	SNV	GroupA	19	44643798	44666162	q	19q2	protein_coding	5	INDEL,SNV	44654980	44000000	45000000	1.6470	2.3279	0.6809	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000139832	RAB20	SNV	GroupA	13	110523066	110561722	q	13q10	protein_coding	5	SNV	110542394	110000000	111000000	-0.2204	0.9799	1.2003	diploid	gain (~3 copies)
ENSG00000228016	RAPGEF4-AS1	SNV	GroupA	2	172677141	172736206	q	2q8	lncRNA	5	INDEL,SNV	172706673	172000000	173000000	1.7086	0.8303	-0.8783	high amp (≥4 copies)	gain (~3 copies)
ENSG00000111783	RFX4	SNV	GroupA	12	106583004	106762803	q	12q8	protein_coding	5	INDEL,SNV	106672903	106000000	107000000	1.5243	0.8916	-0.6327	high amp (≥4 copies)	gain (~3 copies)
ENSG00000158315	RHBDL2	SNV	GroupA	1	38885807	38941830	p	1p9	protein_coding	5	INDEL,SNV	38913818	38000000	39000000	-0.2958	-0.3550	-0.0591	diploid	mild loss
ENSG00000178796	RIIAD1	SNV	GroupA	1	151710433	151729805	q	1q3	protein_coding	5	INDEL,SNV	151720119	151000000	152000000	2.8571	3.0000	0.1429	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000176406	RIMS2	SNV	GroupA	8	103500610	104254430	q	8q6	protein_coding	5	INDEL,SNV	103877520	103000000	104000000	1.3884	1.6304	0.2420	gain (~3 copies)	high amp (≥4 copies)
ENSG00000202360	RN7SKP249	SNV	GroupA	8	101137959	101138313	q	8q6	misc_RNA	5	SNV	101138136	101000000	102000000	-0.3687	-0.2831	0.0856	mild loss	diploid
ENSG00000244425	RN7SL268P	SNV	GroupA	22	23879493	23879790	q	22q1	misc_RNA	5	INDEL,SNV	23879641	23000000	24000000	2.8403	3.0000	0.1597	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000239082	RNU7-170P	SNV	GroupA	12	121908103	121908163	q	12q9	snRNA	5	SNV	121908133	121000000	122000000	2.6010	2.9822	0.3812	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000275538	RNVU1-19	SNV	GroupA	1	120850819	120850985	p	1p1	snRNA	5	SNV	120850902	120000000	121000000	2.2787	1.1562	-1.1225	high amp (≥4 copies)	gain (~3 copies)
ENSG00000219932	RPL12P8	SNV	GroupA	10	67874332	67874911	q	10q3	processed_pseudogene	5	INDEL,SNV	67874621	67000000	68000000	-0.4029	0.6308	1.0337	mild loss	gain (~3 copies)
ENSG00000233254	RPL21P134	SNV	GroupA	X	75384346	75384828	q	Xq2	processed_pseudogene	5	INDEL,SNV	75384587	75000000	76000000	-0.1840	-0.0425	0.1416	diploid	diploid
ENSG00000213657	RPL31P44	SNV	GroupA	10	52389112	52389488	q	10q2	processed_pseudogene	5	SNV	52389300	52000000	53000000	-3.0000	-3.0000	0.0000	deep loss / LOH	deep loss / LOH
ENSG00000236735	RPL31P63	SNV	GroupA	X	68600099	68600473	q	Xq1	processed_pseudogene	5	SNV	68600286	68000000	69000000	-1.0124	-0.1428	0.8696	hemizygous loss (~1 copy)	diploid
ENSG00000228000	RPL7AP65	SNV	GroupA	17	18311904	18312651	p	17p1	processed_pseudogene	5	SNV	18312277	18000000	19000000	2.0976	2.8479	0.7503	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000268785	RPL7P50	SNV	GroupA	19	6593329	6594055	p	19p2	processed_pseudogene	5	SNV	6593692	6000000	7000000	2.8487	3.0000	0.1513	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000240759	RPS27P21	SNV	GroupA	12	42678873	42679124	q	12q1	processed_pseudogene	5	SNV	42678998	42000000	43000000	1.8667	3.0000	1.1333	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000230799	RPS2P16	SNV	GroupA	2	201762737	201763573	q	2q11	processed_pseudogene	5	INDEL,SNV	201763155	201000000	202000000	2.2533	1.9454	-0.3079	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000141564	RPTOR	SNV	GroupA	17	80544819	80966371	q	17q6	protein_coding	5	SNV	80755595	80000000	81000000	2.3870	2.0851	-0.3019	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000179041	RRS1	SNV	GroupA	8	66429014	66430733	q	8q3	protein_coding	5	SNV	66429873	66000000	67000000	0.5273	0.4477	-0.0796	mild gain	mild gain
ENSG00000146374	RSPO3	SNV	GroupA	6	127118671	127199481	q	6q7	protein_coding	5	SNV	127159076	127000000	128000000	0.2024	1.2472	1.0448	diploid	gain (~3 copies)
ENSG00000101282	RSPO4	SNV	GroupA	20	958452	1002311	p	20p3	protein_coding	5	INDEL,SNV	980381	0	1000000	1.2116	1.4090	0.1973	gain (~3 copies)	gain (~3 copies)
ENSG00000198626	RYR2	SNV	GroupA	1	237042184	237833988	q	1q12	protein_coding	5	INDEL,SNV	237438086	237000000	238000000	-3.0000	-1.9456	1.0544	deep loss / LOH	deep loss / LOH
ENSG00000146197	SCUBE3	SNV	GroupA	6	35213956	35253079	p	6p3	protein_coding	5	SNV	35233517	35000000	36000000	2.5552	3.0000	0.4448	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000223899	SEC13P1	SNV	GroupA	3	33033863	33034810	p	3p6	processed_pseudogene	5	SNV	33034336	33000000	34000000	2.5281	2.8956	0.3675	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000112902	SEMA5A	SNV	GroupA	5	9035033	9546075	p	5p4	protein_coding	5	INDEL,SNV	9290554	9000000	10000000	-2.8021	-3.0000	-0.1979	deep loss / LOH	deep loss / LOH
ENSG00000183476	SH2D7	SNV	GroupA	15	78077808	78104370	q	15q6	protein_coding	5	SNV	78091089	78000000	79000000	2.2949	2.5004	0.2055	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000226627	SHANK2-AS1	SNV	GroupA	11	70626441	70635658	q	11q2	lncRNA	5	INDEL,SNV	70631049	70000000	71000000	1.1168	-0.6366	-1.7534	gain (~3 copies)	mild loss
ENSG00000138606	SHF	SNV	GroupA	15	45167214	45201175	q	15q3	protein_coding	5	SNV	45184194	45000000	46000000	1.1261	1.1419	0.0158	gain (~3 copies)	gain (~3 copies)
ENSG00000180730	SHISA2	SNV	GroupA	13	26044597	26052016	q	13q1	protein_coding	5	SNV	26048306	26000000	27000000	-0.9232	-0.2530	0.6702	mild loss	diploid
ENSG00000072858	SIDT1	SNV	GroupA	3	113532555	113629575	q	3q3	protein_coding	5	INDEL,SNV	113581065	113000000	114000000	1.7568	1.6133	-0.1434	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000163393	SLC22A15	SNV	GroupA	1	115976513	116070054	p	1p1	protein_coding	5	SNV	116023283	116000000	117000000	0.3968	0.7946	0.3977	mild gain	gain (~3 copies)
ENSG00000112053	SLC26A8	SNV	GroupA	6	35943516	36024868	p	6p3	protein_coding	5	INDEL,SNV	35984192	35000000	36000000	2.5552	3.0000	0.4448	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000254088	SLC2A3P4	SNV	GroupA	8	86503591	86505061	q	8q5	processed_pseudogene	5	SNV	86504326	86000000	87000000	1.0886	1.3347	0.2461	gain (~3 copies)	gain (~3 copies)
ENSG00000259354	SLC30A4-AS1	SNV	GroupA	15	45448427	45513767	q	15q3	lncRNA	5	SNV	45481097	45000000	46000000	1.1261	1.1419	0.0158	gain (~3 copies)	gain (~3 copies)
ENSG00000108576	SLC6A4	SNV	GroupA	17	30194319	30236002	q	17q1	protein_coding	5	INDEL,SNV	30215160	30000000	31000000	2.0781	2.4744	0.3964	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000124107	SLPI	SNV	GroupA	20	45252239	45254564	q	20q2	protein_coding	5	INDEL,SNV	45253401	45000000	46000000	1.6771	1.0832	-0.5939	high amp (≥4 copies)	gain (~3 copies)
ENSG00000226746	SMCR5	SNV	GroupA	17	17776686	17779529	p	17p1	lncRNA	5	SNV	17778107	17000000	18000000	2.9523	3.0000	0.0477	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000185662	SMIM23	SNV	GroupA	5	171782432	171796126	q	5q13	protein_coding	5	SNV	171789279	171000000	172000000	2.6566	3.0000	0.3434	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000250786	SNHG18	SNV	GroupA	5	9546170	9550725	p	5p4	lncRNA	5	INDEL,SNV	9548447	9000000	10000000	-2.8021	-3.0000	-0.1979	deep loss / LOH	deep loss / LOH
ENSG00000206897	SNORA9B	SNV	GroupA	12	123616708	123616840	q	12q9	snoRNA	5	SNV	123616774	123000000	124000000	2.7232	2.4728	-0.2504	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000221500	SNORD100	SNV	GroupA	6	132816802	132816877	q	6q8	snoRNA	5	SNV	132816839	132000000	133000000	1.6312	1.5744	-0.0568	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000200463	SNORD118	SNV	GroupA	17	8173454	8173587	p	17p2	snoRNA	5	SNV	8173520	8000000	9000000	2.2155	2.4143	0.1988	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000150628	SPATA4	SNV	GroupA	4	176184579	176195585	q	4q13	protein_coding	5	INDEL,SNV	176190082	176000000	177000000	0.6256	-0.0209	-0.6465	gain (~3 copies)	diploid
ENSG00000185523	SPATA45	SNV	GroupA	1	212830141	212847649	q	1q9	protein_coding	5	INDEL,SNV	212838895	212000000	213000000	2.2103	2.2152	0.0049	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000147059	SPIN2A	SNV	GroupA	X	57134530	57137523	p	Xp1	protein_coding	5	INDEL,SNV	57136026	57000000	58000000	-0.6141	2.2615	2.8756	mild loss	high amp (≥4 copies)
ENSG00000254418	SPON1-AS1	SNV	GroupA	11	14262846	14273691	p	11p4	lncRNA	5	INDEL,SNV	14268268	14000000	15000000	1.7697	1.6812	-0.0885	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000168939	SPRY3	SNV	GroupA	X	155612572	155782459	q	Xq10	protein_coding	5	INDEL,SNV	155697515	155000000	156000000	2.0532	2.8077	0.7544	high amp (≥4 copies)	high amp (≥4 copies)
ENSG00000176101	SSNA1	SNV	GroupA	9	137188660	137190370	q	9q10	protein_coding	5	SNV	137189515	137000000	138000000	2.0240	2.9734	0.9493	high amp (≥4 copies)	high amp (≥4 copies)
